['options.ckptDir: newDir_BKM', 'options.maxDepth: 6', 'options.cnnLR: 0.001', 'options.mlpLR: 0.001', 'options.cnnEpochs: 100', 'options.mlpEpochs: 60', 'options.cnnOut: 16', 'options.mlpFC1: 516', 'options.mlpFC2: 16']
==> Preparing data..
Files already downloaded and verified
Files already downloaded and verified
len(trainInputDict["data"]):  49000 ,  len(valInputDict["data"]):  1000 ,  len(testInputDict["data"]):  10000
nodeId:  1 , imgTensorShape :  torch.Size([49000, 3, 32, 32])
nodeId: 1 ,  parentId: 0 ,  level: 0 ,  lchildId: -1 ,  rchildId: -1 ,  isLeaf: False ,  leafClass: -1 ,  numClasses: 10 ,  numData: 49000
Running nodeId:  1
0 Train Loss: 177.956 | Train Acc: 37.506 
28 Train Loss: 88.968 | Train Acc: 69.524 
29 Train Loss: 88.610 | Train Acc: 69.608 
30 Train Loss: 88.114 | Train Acc: 69.902 
31 Train Loss: 87.722 | Train Acc: 70.104 
32 Train Loss: 87.169 | Train Acc: 70.116 
33 Train Loss: 86.493 | Train Acc: 70.280 
34 Train Loss: 86.249 | Train Acc: 70.476 
35 Train Loss: 85.617 | Train Acc: 70.753 
36 Train Loss: 85.302 | Train Acc: 70.957 
37 Train Loss: 84.776 | Train Acc: 71.186 
38 Train Loss: 84.499 | Train Acc: 71.284 
39 Train Loss: 83.934 | Train Acc: 71.312 
40 Train Loss: 82.320 | Train Acc: 71.996 
41 Train Loss: 81.999 | Train Acc: 72.224 
42 Train Loss: 81.669 | Train Acc: 72.347 
43 Train Loss: 81.580 | Train Acc: 72.437 
44 Train Loss: 81.344 | Train Acc: 72.520 
45 Train Loss: 81.283 | Train Acc: 72.429 
46 Train Loss: 81.186 | Train Acc: 72.631 
47 Train Loss: 81.020 | Train Acc: 72.508 
48 Train Loss: 80.742 | Train Acc: 72.682 
49 Train Loss: 80.627 | Train Acc: 72.751 
50 Train Loss: 80.462 | Train Acc: 72.855 
51 Train Loss: 80.187 | Train Acc: 73.000 
52 Train Loss: 80.194 | Train Acc: 72.910 
53 Train Loss: 80.012 | Train Acc: 72.957 
54 Train Loss: 79.738 | Train Acc: 73.037 
55 Train Loss: 79.447 | Train Acc: 73.200 
56 Train Loss: 79.390 | Train Acc: 73.245 
57 Train Loss: 79.152 | Train Acc: 73.324 
58 Train Loss: 79.075 | Train Acc: 73.161 
59 Train Loss: 78.819 | Train Acc: 73.376 
60 Train Loss: 78.056 | Train Acc: 73.741 
61 Train Loss: 78.025 | Train Acc: 73.908 
62 Train Loss: 77.882 | Train Acc: 73.888 
63 Train Loss: 77.874 | Train Acc: 73.851 
64 Train Loss: 77.801 | Train Acc: 73.849 
65 Train Loss: 77.711 | Train Acc: 73.859 
66 Train Loss: 77.614 | Train Acc: 73.935 
67 Train Loss: 77.616 | Train Acc: 73.888 
68 Train Loss: 77.543 | Train Acc: 73.929 
69 Train Loss: 77.411 | Train Acc: 74.065 
70 Train Loss: 77.398 | Train Acc: 74.059 
71 Train Loss: 77.324 | Train Acc: 74.027 
72 Train Loss: 77.247 | Train Acc: 74.002 
73 Train Loss: 77.214 | Train Acc: 74.114 
74 Train Loss: 77.100 | Train Acc: 74.133 
75 Train Loss: 77.033 | Train Acc: 74.214 
76 Train Loss: 77.028 | Train Acc: 74.176 
77 Train Loss: 76.922 | Train Acc: 74.114 
78 Train Loss: 76.770 | Train Acc: 74.190 
79 Train Loss: 76.740 | Train Acc: 74.276 
80 Train Loss: 76.404 | Train Acc: 74.416 
81 Train Loss: 76.379 | Train Acc: 74.408 
82 Train Loss: 76.358 | Train Acc: 74.402 
83 Train Loss: 76.324 | Train Acc: 74.418 
84 Train Loss: 76.298 | Train Acc: 74.480 
85 Train Loss: 76.261 | Train Acc: 74.506 
86 Train Loss: 76.250 | Train Acc: 74.429 
87 Train Loss: 76.233 | Train Acc: 74.498 
88 Train Loss: 76.177 | Train Acc: 74.527 
89 Train Loss: 76.203 | Train Acc: 74.390 
90 Train Loss: 76.134 | Train Acc: 74.514 
91 Train Loss: 76.109 | Train Acc: 74.484 
92 Train Loss: 76.074 | Train Acc: 74.465 
93 Train Loss: 76.065 | Train Acc: 74.535 
94 Train Loss: 76.007 | Train Acc: 74.518 
95 Train Loss: 75.997 | Train Acc: 74.531 
96 Train Loss: 75.989 | Train Acc: 74.531 
97 Train Loss: 75.932 | Train Acc: 74.518 
98 Train Loss: 75.886 | Train Acc: 74.629 
99 Train Loss: 75.880 | Train Acc: 74.588 
CNN trained successfully...
image_next_flat.shape :  torch.Size([49000, 12544])
Kmeans completed successfully...
printing expected split from k means
{8: 0, 5: 1, 9: 0, 2: 1, 4: 1, 0: 0, 1: 0, 7: 1, 6: 1, 3: 1}
Printing final_dict items...
{8: 0, 0: 0, 9: 0, 1: 0, 2: 0, 3: 1, 7: 1, 5: 1, 4: 1, 6: 1}
Image Statistics before MLP : L R :  24500 24500
expectedMlpLabels.shape :  torch.Size([49000])
0 Loss: 82.449 | Acc: 81.676
1 Loss: 71.246 | Acc: 84.569
2 Loss: 66.419 | Acc: 85.506
3 Loss: 63.399 | Acc: 86.400
4 Loss: 60.262 | Acc: 87.004
5 Loss: 57.863 | Acc: 87.531
6 Loss: 56.188 | Acc: 87.898
7 Loss: 53.361 | Acc: 88.506
8 Loss: 51.836 | Acc: 88.659
9 Loss: 49.227 | Acc: 89.180
10 Loss: 42.912 | Acc: 90.827
11 Loss: 40.721 | Acc: 91.198
12 Loss: 39.216 | Acc: 91.502
13 Loss: 37.470 | Acc: 91.886
14 Loss: 36.336 | Acc: 92.147
15 Loss: 34.991 | Acc: 92.380
16 Loss: 33.009 | Acc: 92.935
17 Loss: 32.534 | Acc: 93.092
18 Loss: 31.245 | Acc: 93.218
19 Loss: 30.550 | Acc: 93.492
20 Loss: 26.207 | Acc: 94.449
21 Loss: 25.439 | Acc: 94.800
22 Loss: 24.805 | Acc: 94.839
23 Loss: 23.590 | Acc: 95.053
24 Loss: 23.246 | Acc: 95.220
25 Loss: 22.806 | Acc: 95.276
26 Loss: 22.192 | Acc: 95.341
27 Loss: 21.312 | Acc: 95.651
28 Loss: 21.117 | Acc: 95.694
29 Loss: 20.373 | Acc: 95.906
30 Loss: 19.029 | Acc: 96.227
31 Loss: 18.308 | Acc: 96.343
32 Loss: 18.153 | Acc: 96.331
33 Loss: 17.754 | Acc: 96.429
34 Loss: 17.775 | Acc: 96.439
35 Loss: 17.564 | Acc: 96.420
36 Loss: 17.098 | Acc: 96.602
37 Loss: 16.988 | Acc: 96.659
38 Loss: 16.445 | Acc: 96.778
39 Loss: 16.230 | Acc: 96.733
40 Loss: 16.184 | Acc: 96.794
41 Loss: 14.963 | Acc: 97.069
42 Loss: 15.077 | Acc: 97.069
43 Loss: 15.600 | Acc: 96.884
44 Loss: 15.210 | Acc: 96.982
45 Loss: 15.153 | Acc: 97.055
46 Loss: 15.081 | Acc: 97.027
47 Loss: 14.558 | Acc: 97.151
48 Loss: 14.766 | Acc: 97.151
49 Loss: 15.128 | Acc: 97.035
50 Loss: 14.535 | Acc: 97.212
51 Loss: 14.460 | Acc: 97.190
52 Loss: 14.326 | Acc: 97.120
53 Loss: 14.116 | Acc: 97.286
54 Loss: 14.704 | Acc: 97.139
55 Loss: 14.317 | Acc: 97.214
56 Loss: 13.987 | Acc: 97.243
57 Loss: 14.363 | Acc: 97.086
58 Loss: 14.344 | Acc: 97.216
59 Loss: 14.438 | Acc: 97.116
MLP trained successfully...
lTrainDict[data].shape:  torch.Size([24500, 3, 32, 32])   lTrainDict[label].shape:  torch.Size([24500])
rTrainDict[data].shape:  torch.Size([24500, 3, 32, 32])   rTrainDict[label].shape:  torch.Size([24500])
lValDict[data].shape:  torch.Size([500, 3, 32, 32])   lValDict[label].shape:  torch.Size([500])
rValDict[data].shape:  torch.Size([500, 3, 32, 32])   rValDict[label].shape:  torch.Size([500])
# of Left images:  24500.0
# of Right images:  24500.0
giniRightRatio:  0.8000000000000002
giniLeftRatio:  0.8000000000000002
impurityDrop:  0.8000000000000002
giniGain:  0.09999999999999987
lclasses:  [4900, 4900, 4900, 0, 0, 0, 0, 0, 4900, 4900]
rclasses:  [0, 0, 0, 4900, 4900, 4900, 4900, 4900, 0, 0]
noOfLeftClasses:  5
noOfRightClasses:  5
RETURNING FROM WORK...
nodeId:  2 , imgTensorShape :  torch.Size([24500, 3, 32, 32])
nodeId: 2 ,  parentId: 1 ,  level: 1 ,  lchildId: -1 ,  rchildId: -1 ,  isLeaf: False ,  leafClass: -1 ,  numClasses: 5 ,  numData: 24500
nodeId:  3 , imgTensorShape :  torch.Size([24500, 3, 32, 32])
nodeId: 3 ,  parentId: 1 ,  level: 1 ,  lchildId: -1 ,  rchildId: -1 ,  isLeaf: False ,  leafClass: -1 ,  numClasses: 5 ,  numData: 24500
Running nodeId:  2
0 Train Loss: 131.676 | Train Acc: 48.131 
1 Train Loss: 102.917 | Train Acc: 60.286 
2 Train Loss: 95.868 | Train Acc: 63.237 
3 Train Loss: 91.361 | Train Acc: 64.767 
4 Train Loss: 87.670 | Train Acc: 66.555 
5 Train Loss: 83.855 | Train Acc: 68.322 
6 Train Loss: 80.525 | Train Acc: 69.600 
7 Train Loss: 78.034 | Train Acc: 70.539 
8 Train Loss: 75.428 | Train Acc: 71.882 
9 Train Loss: 73.515 | Train Acc: 72.771 
10 Train Loss: 71.734 | Train Acc: 73.371 
11 Train Loss: 69.336 | Train Acc: 74.543 
12 Train Loss: 67.837 | Train Acc: 75.167 
13 Train Loss: 65.709 | Train Acc: 75.829 
14 Train Loss: 64.639 | Train Acc: 76.122 
15 Train Loss: 62.346 | Train Acc: 77.204 
16 Train Loss: 60.673 | Train Acc: 77.763 
17 Train Loss: 59.327 | Train Acc: 78.237 
18 Train Loss: 58.116 | Train Acc: 78.996 
19 Train Loss: 57.539 | Train Acc: 79.131 
20 Train Loss: 53.310 | Train Acc: 80.955 
21 Train Loss: 53.102 | Train Acc: 80.943 
22 Train Loss: 52.323 | Train Acc: 81.453 
23 Train Loss: 51.957 | Train Acc: 81.392 
24 Train Loss: 51.567 | Train Acc: 81.588 
25 Train Loss: 50.914 | Train Acc: 82.020 
26 Train Loss: 50.675 | Train Acc: 82.265 
27 Train Loss: 50.326 | Train Acc: 82.204 
28 Train Loss: 49.887 | Train Acc: 82.196 
29 Train Loss: 49.883 | Train Acc: 82.220 
30 Train Loss: 48.955 | Train Acc: 82.673 
31 Train Loss: 48.458 | Train Acc: 83.135 
32 Train Loss: 47.967 | Train Acc: 83.143 
33 Train Loss: 47.487 | Train Acc: 83.273 
34 Train Loss: 47.008 | Train Acc: 83.567 
35 Train Loss: 46.682 | Train Acc: 83.469 
36 Train Loss: 46.033 | Train Acc: 84.008 
37 Train Loss: 45.723 | Train Acc: 84.110 
38 Train Loss: 45.351 | Train Acc: 84.192 
39 Train Loss: 44.680 | Train Acc: 84.539 
40 Train Loss: 43.287 | Train Acc: 85.122 
41 Train Loss: 43.113 | Train Acc: 85.224 
42 Train Loss: 42.854 | Train Acc: 85.318 
43 Train Loss: 42.776 | Train Acc: 85.404 
44 Train Loss: 42.666 | Train Acc: 85.171 
45 Train Loss: 42.645 | Train Acc: 85.449 
46 Train Loss: 42.204 | Train Acc: 85.518 
47 Train Loss: 42.167 | Train Acc: 85.743 
48 Train Loss: 42.180 | Train Acc: 85.567 
49 Train Loss: 41.824 | Train Acc: 85.800 
50 Train Loss: 41.718 | Train Acc: 85.751 
51 Train Loss: 41.590 | Train Acc: 85.776 
52 Train Loss: 41.402 | Train Acc: 85.788 
53 Train Loss: 41.540 | Train Acc: 85.898 
54 Train Loss: 41.254 | Train Acc: 85.939 
55 Train Loss: 40.959 | Train Acc: 86.012 
56 Train Loss: 40.936 | Train Acc: 86.135 
57 Train Loss: 40.714 | Train Acc: 86.082 
58 Train Loss: 40.682 | Train Acc: 86.196 
59 Train Loss: 40.442 | Train Acc: 86.171 
60 Train Loss: 39.822 | Train Acc: 86.637 
61 Train Loss: 39.763 | Train Acc: 86.616 
62 Train Loss: 39.640 | Train Acc: 86.612 
63 Train Loss: 39.618 | Train Acc: 86.616 
64 Train Loss: 39.562 | Train Acc: 86.600 
65 Train Loss: 39.470 | Train Acc: 86.702 
66 Train Loss: 39.470 | Train Acc: 86.857 
67 Train Loss: 39.389 | Train Acc: 86.771 
68 Train Loss: 39.356 | Train Acc: 86.763 
69 Train Loss: 39.262 | Train Acc: 86.845 
70 Train Loss: 39.252 | Train Acc: 86.767 
71 Train Loss: 39.129 | Train Acc: 86.886 
72 Train Loss: 39.051 | Train Acc: 86.943 
73 Train Loss: 39.191 | Train Acc: 86.841 
74 Train Loss: 39.057 | Train Acc: 87.016 
75 Train Loss: 38.999 | Train Acc: 86.869 
76 Train Loss: 38.966 | Train Acc: 86.902 
77 Train Loss: 38.774 | Train Acc: 87.065 
78 Train Loss: 38.789 | Train Acc: 87.106 
79 Train Loss: 38.749 | Train Acc: 86.992 
80 Train Loss: 38.453 | Train Acc: 87.265 
81 Train Loss: 38.406 | Train Acc: 87.241 
82 Train Loss: 38.374 | Train Acc: 87.343 
83 Train Loss: 38.380 | Train Acc: 87.257 
84 Train Loss: 38.337 | Train Acc: 87.192 
85 Train Loss: 38.358 | Train Acc: 87.269 
86 Train Loss: 38.279 | Train Acc: 87.163 
87 Train Loss: 38.250 | Train Acc: 87.294 
88 Train Loss: 38.239 | Train Acc: 87.282 
89 Train Loss: 38.228 | Train Acc: 87.335 
90 Train Loss: 38.219 | Train Acc: 87.245 
91 Train Loss: 38.176 | Train Acc: 87.351 
92 Train Loss: 38.200 | Train Acc: 87.196 
93 Train Loss: 38.133 | Train Acc: 87.359 
94 Train Loss: 38.128 | Train Acc: 87.278 
95 Train Loss: 38.093 | Train Acc: 87.396 
96 Train Loss: 38.052 | Train Acc: 87.331 
97 Train Loss: 38.029 | Train Acc: 87.371 
98 Train Loss: 38.050 | Train Acc: 87.282 
99 Train Loss: 38.017 | Train Acc: 87.416 
CNN trained successfully...
image_next_flat.shape :  torch.Size([24500, 12544])
Kmeans completed successfully...
printing expected split from k means
{3: 0, 0: 0, 2: 1, 4: 1, 1: 1}
Printing final_dict items...
{3: 0, 0: 0, 4: 1, 1: 1, 2: 1}
Image Statistics before MLP : L R :  9800 14700
expectedMlpLabels.shape :  torch.Size([24500])
0 Loss: 71.730 | Acc: 80.049
1 Loss: 60.979 | Acc: 83.584
2 Loss: 55.576 | Acc: 85.404
3 Loss: 50.623 | Acc: 86.669
4 Loss: 47.495 | Acc: 87.318
5 Loss: 44.034 | Acc: 88.286
6 Loss: 42.277 | Acc: 88.939
7 Loss: 40.645 | Acc: 89.224
8 Loss: 38.425 | Acc: 89.963
9 Loss: 35.131 | Acc: 90.849
10 Loss: 29.465 | Acc: 92.339
11 Loss: 26.500 | Acc: 93.143
12 Loss: 25.200 | Acc: 93.494
13 Loss: 25.008 | Acc: 93.547
14 Loss: 22.625 | Acc: 94.106
15 Loss: 21.459 | Acc: 94.453
16 Loss: 21.339 | Acc: 94.502
17 Loss: 19.670 | Acc: 94.865
18 Loss: 18.550 | Acc: 95.371
19 Loss: 18.066 | Acc: 95.433
20 Loss: 14.308 | Acc: 96.343
21 Loss: 13.416 | Acc: 96.600
22 Loss: 13.003 | Acc: 96.857
23 Loss: 12.167 | Acc: 97.012
24 Loss: 12.450 | Acc: 96.873
25 Loss: 11.884 | Acc: 97.139
26 Loss: 11.249 | Acc: 97.216
27 Loss: 11.497 | Acc: 97.122
28 Loss: 10.636 | Acc: 97.461
29 Loss: 10.562 | Acc: 97.367
30 Loss: 9.300 | Acc: 97.812
31 Loss: 8.790 | Acc: 97.873
32 Loss: 8.598 | Acc: 97.898
33 Loss: 8.608 | Acc: 97.931
34 Loss: 8.414 | Acc: 98.029
35 Loss: 8.385 | Acc: 98.000
36 Loss: 8.240 | Acc: 98.004
37 Loss: 7.703 | Acc: 98.122
38 Loss: 7.887 | Acc: 98.045
39 Loss: 7.379 | Acc: 98.253
40 Loss: 7.264 | Acc: 98.261
41 Loss: 7.599 | Acc: 98.261
42 Loss: 6.980 | Acc: 98.424
43 Loss: 6.762 | Acc: 98.380
44 Loss: 6.735 | Acc: 98.404
45 Loss: 6.830 | Acc: 98.286
46 Loss: 6.912 | Acc: 98.351
47 Loss: 6.654 | Acc: 98.404
48 Loss: 6.714 | Acc: 98.543
49 Loss: 6.931 | Acc: 98.343
50 Loss: 6.632 | Acc: 98.420
51 Loss: 6.460 | Acc: 98.437
52 Loss: 6.617 | Acc: 98.469
53 Loss: 6.238 | Acc: 98.612
54 Loss: 6.222 | Acc: 98.506
55 Loss: 6.147 | Acc: 98.612
56 Loss: 6.160 | Acc: 98.486
57 Loss: 6.223 | Acc: 98.465
58 Loss: 6.204 | Acc: 98.641
59 Loss: 6.274 | Acc: 98.571
MLP trained successfully...
lTrainDict[data].shape:  torch.Size([9800, 3, 32, 32])   lTrainDict[label].shape:  torch.Size([9800])
rTrainDict[data].shape:  torch.Size([14700, 3, 32, 32])   rTrainDict[label].shape:  torch.Size([14700])
lValDict[data].shape:  torch.Size([200, 3, 32, 32])   lValDict[label].shape:  torch.Size([200])
rValDict[data].shape:  torch.Size([300, 3, 32, 32])   rValDict[label].shape:  torch.Size([300])
# of Left images:  9800.0
# of Right images:  14700.0
giniRightRatio:  0.6666666666666667
giniLeftRatio:  0.5
impurityDrop:  0.5555555555555556
giniGain:  0.24444444444444458
lclasses:  [4900, 0, 0, 4900, 0, 0, 0, 0, 0, 0]
rclasses:  [0, 4900, 4900, 0, 4900, 0, 0, 0, 0, 0]
noOfLeftClasses:  2
noOfRightClasses:  3
RETURNING FROM WORK...
nodeId:  4 , imgTensorShape :  torch.Size([9800, 3, 32, 32])
nodeId: 4 ,  parentId: 2 ,  level: 2 ,  lchildId: -1 ,  rchildId: -1 ,  isLeaf: False ,  leafClass: -1 ,  numClasses: 2 ,  numData: 9800
nodeId:  5 , imgTensorShape :  torch.Size([14700, 3, 32, 32])
nodeId: 5 ,  parentId: 2 ,  level: 2 ,  lchildId: -1 ,  rchildId: -1 ,  isLeaf: False ,  leafClass: -1 ,  numClasses: 3 ,  numData: 14700
Running nodeId:  3
0 Train Loss: 141.127 | Train Acc: 39.898 
1 Train Loss: 119.588 | Train Acc: 52.008 
2 Train Loss: 112.127 | Train Acc: 55.184 
3 Train Loss: 107.151 | Train Acc: 57.682 
4 Train Loss: 104.002 | Train Acc: 59.082 
5 Train Loss: 101.199 | Train Acc: 60.229 
6 Train Loss: 97.964 | Train Acc: 61.620 
7 Train Loss: 95.988 | Train Acc: 62.624 
8 Train Loss: 94.236 | Train Acc: 63.167 
9 Train Loss: 91.254 | Train Acc: 64.914 
10 Train Loss: 88.214 | Train Acc: 66.273 
11 Train Loss: 86.794 | Train Acc: 66.567 
12 Train Loss: 84.647 | Train Acc: 67.224 
13 Train Loss: 83.383 | Train Acc: 68.110 
14 Train Loss: 81.266 | Train Acc: 68.763 
15 Train Loss: 79.308 | Train Acc: 69.788 
16 Train Loss: 78.225 | Train Acc: 70.371 
17 Train Loss: 77.281 | Train Acc: 70.686 
18 Train Loss: 75.797 | Train Acc: 71.322 
19 Train Loss: 75.847 | Train Acc: 71.253 
20 Train Loss: 71.360 | Train Acc: 73.314 
21 Train Loss: 70.531 | Train Acc: 73.567 
22 Train Loss: 70.086 | Train Acc: 73.747 
23 Train Loss: 70.005 | Train Acc: 73.780 
24 Train Loss: 69.409 | Train Acc: 73.967 
25 Train Loss: 68.956 | Train Acc: 74.151 
26 Train Loss: 68.612 | Train Acc: 74.429 
27 Train Loss: 68.199 | Train Acc: 74.600 
28 Train Loss: 67.490 | Train Acc: 74.816 
29 Train Loss: 67.664 | Train Acc: 74.816 
30 Train Loss: 67.031 | Train Acc: 75.106 
31 Train Loss: 66.974 | Train Acc: 75.196 
32 Train Loss: 66.126 | Train Acc: 75.306 
33 Train Loss: 66.415 | Train Acc: 75.155 
34 Train Loss: 65.699 | Train Acc: 75.690 
35 Train Loss: 65.392 | Train Acc: 75.820 
36 Train Loss: 65.157 | Train Acc: 75.800 
37 Train Loss: 64.891 | Train Acc: 75.820 
38 Train Loss: 64.669 | Train Acc: 75.878 
39 Train Loss: 64.185 | Train Acc: 76.388 
40 Train Loss: 62.410 | Train Acc: 77.376 
41 Train Loss: 62.205 | Train Acc: 77.208 
42 Train Loss: 61.964 | Train Acc: 77.420 
43 Train Loss: 61.864 | Train Acc: 77.486 
44 Train Loss: 61.913 | Train Acc: 77.629 
45 Train Loss: 61.613 | Train Acc: 77.616 
46 Train Loss: 61.546 | Train Acc: 77.420 
47 Train Loss: 61.361 | Train Acc: 77.624 
48 Train Loss: 61.219 | Train Acc: 77.739 
49 Train Loss: 61.097 | Train Acc: 77.686 
50 Train Loss: 60.941 | Train Acc: 77.743 
51 Train Loss: 60.745 | Train Acc: 77.731 
52 Train Loss: 60.851 | Train Acc: 77.869 
53 Train Loss: 60.687 | Train Acc: 78.098 
54 Train Loss: 60.401 | Train Acc: 78.257 
55 Train Loss: 60.549 | Train Acc: 78.012 
56 Train Loss: 60.160 | Train Acc: 78.188 
57 Train Loss: 60.082 | Train Acc: 78.188 
58 Train Loss: 59.933 | Train Acc: 78.388 
59 Train Loss: 59.927 | Train Acc: 78.327 
60 Train Loss: 59.118 | Train Acc: 78.906 
61 Train Loss: 59.075 | Train Acc: 78.641 
62 Train Loss: 58.958 | Train Acc: 78.812 
63 Train Loss: 58.911 | Train Acc: 78.820 
64 Train Loss: 58.833 | Train Acc: 78.792 
65 Train Loss: 58.847 | Train Acc: 78.869 
66 Train Loss: 58.792 | Train Acc: 78.861 
67 Train Loss: 58.737 | Train Acc: 78.955 
68 Train Loss: 58.686 | Train Acc: 78.894 
69 Train Loss: 58.684 | Train Acc: 78.902 
70 Train Loss: 58.629 | Train Acc: 78.951 
71 Train Loss: 58.572 | Train Acc: 78.878 
72 Train Loss: 58.518 | Train Acc: 78.935 
73 Train Loss: 58.436 | Train Acc: 78.951 
74 Train Loss: 58.455 | Train Acc: 78.935 
75 Train Loss: 58.311 | Train Acc: 79.033 
76 Train Loss: 58.281 | Train Acc: 79.078 
77 Train Loss: 58.214 | Train Acc: 79.069 
78 Train Loss: 58.263 | Train Acc: 78.959 
79 Train Loss: 58.158 | Train Acc: 79.131 
80 Train Loss: 57.799 | Train Acc: 79.327 
81 Train Loss: 57.800 | Train Acc: 79.343 
82 Train Loss: 57.749 | Train Acc: 79.343 
83 Train Loss: 57.739 | Train Acc: 79.380 
84 Train Loss: 57.706 | Train Acc: 79.371 
85 Train Loss: 57.677 | Train Acc: 79.408 
86 Train Loss: 57.659 | Train Acc: 79.371 
87 Train Loss: 57.627 | Train Acc: 79.412 
88 Train Loss: 57.632 | Train Acc: 79.347 
89 Train Loss: 57.608 | Train Acc: 79.449 
90 Train Loss: 57.576 | Train Acc: 79.478 
91 Train Loss: 57.618 | Train Acc: 79.441 
92 Train Loss: 57.554 | Train Acc: 79.396 
93 Train Loss: 57.553 | Train Acc: 79.400 
94 Train Loss: 57.513 | Train Acc: 79.461 
95 Train Loss: 57.500 | Train Acc: 79.522 
96 Train Loss: 57.502 | Train Acc: 79.453 
97 Train Loss: 57.461 | Train Acc: 79.531 
98 Train Loss: 57.431 | Train Acc: 79.539 
99 Train Loss: 57.393 | Train Acc: 79.522 
CNN trained successfully...
image_next_flat.shape :  torch.Size([24500, 12544])
Kmeans completed successfully...
printing expected split from k means
{2: 1, 4: 0, 1: 1, 3: 1, 0: 1}
Printing final_dict items...
{4: 0, 0: 0, 2: 1, 1: 1, 3: 1}
Image Statistics before MLP : L R :  9800 14700
expectedMlpLabels.shape :  torch.Size([24500])
0 Loss: 97.035 | Acc: 65.339
1 Loss: 88.762 | Acc: 69.616
2 Loss: 84.488 | Acc: 71.841
3 Loss: 80.533 | Acc: 73.527
4 Loss: 77.170 | Acc: 75.310
5 Loss: 73.232 | Acc: 76.678
6 Loss: 71.547 | Acc: 77.441
7 Loss: 67.819 | Acc: 79.098
8 Loss: 65.726 | Acc: 79.694
9 Loss: 63.170 | Acc: 80.269
10 Loss: 54.406 | Acc: 83.706
11 Loss: 51.226 | Acc: 84.771
12 Loss: 49.409 | Acc: 85.396
13 Loss: 47.188 | Acc: 86.131
14 Loss: 44.236 | Acc: 87.278
15 Loss: 42.894 | Acc: 87.604
16 Loss: 42.287 | Acc: 87.833
17 Loss: 39.620 | Acc: 88.743
18 Loss: 37.006 | Acc: 89.363
19 Loss: 35.853 | Acc: 89.931
20 Loss: 30.771 | Acc: 91.408
21 Loss: 29.679 | Acc: 91.947
22 Loss: 28.489 | Acc: 92.314
23 Loss: 27.224 | Acc: 92.608
24 Loss: 26.332 | Acc: 92.820
25 Loss: 25.904 | Acc: 93.045
26 Loss: 24.824 | Acc: 93.241
27 Loss: 24.111 | Acc: 93.567
28 Loss: 23.685 | Acc: 93.833
29 Loss: 22.556 | Acc: 94.163
30 Loss: 20.586 | Acc: 94.592
31 Loss: 20.525 | Acc: 94.735
32 Loss: 20.296 | Acc: 94.743
33 Loss: 19.006 | Acc: 95.314
34 Loss: 19.144 | Acc: 95.016
35 Loss: 18.921 | Acc: 95.143
36 Loss: 18.883 | Acc: 95.045
37 Loss: 18.123 | Acc: 95.359
38 Loss: 18.047 | Acc: 95.363
39 Loss: 17.358 | Acc: 95.543
40 Loss: 17.812 | Acc: 95.339
41 Loss: 17.747 | Acc: 95.457
42 Loss: 16.983 | Acc: 95.804
43 Loss: 16.558 | Acc: 95.886
44 Loss: 16.137 | Acc: 95.894
45 Loss: 16.320 | Acc: 95.771
